Date,Open,High,Low,Close  
2019-06-18 00:00:00-04:00,32.681.599,33.070.848,32.681.599,32.872.406
2019-06-19 00:00:00-04:00,32.948.723,33.269.278,32.887.665,33.200.588
2019-06-20 00:00:00-04:00,33.452.456,33.666.161,33.208.222,33.276.913
2019-06-21 00:00:00-04:00,33.238.752,33.582.206,33.055.577,33.330.338
2019-06-24 00:00:00-04:00,33.345.610,33.505.886,33.177.699,33.399.036
2019-06-25 00:00:00-04:00,33.467.727,33.803.549,33.399.036,33.399.036
2019-06-26 00:00:00-04:00,33.337.969,33.429.558,32.437.359,32.811.340
2019-06-27 00:00:00-04:00,32.834.240,33.246.384,32.826.608,33.147.163
2019-06-28 00:00:00-04:00,33.162.431,33.368.505,32.803.713,33.063.213
2019-01-07 00:00:00-04:00,33.208.220,33.490.616,33.078.472,33.406.662
2019-02-07 00:00:00-04:00,33.337.971,33.750.118,33.322.707,33.750.118
2019-03-07 00:00:00-04:00,33.864.605,34.009.617,33.566.942,33.887.501
2019-05-07 00:00:00-04:00,33.818.808,33.849.339,33.414.296,33.521.149
2019-08-07 00:00:00-04:00,33.429.552,33.482.979,32.803.702,33.047.935
2019-09-07 00:00:00-04:00,33.139.531,33.429.558,33.047.942,33.101.368
2019-10-07 00:00:00-04:00,33.315.064,33.666.150,33.154.785,33.627.991
2019-11-07 00:00:00-04:00,33.063.207,33.246.382,32.345.768,32.803.707
2019-12-07 00:00:00-04:00,32.750.279,32.811.338,32.063.371,32.361.031
2019-07-15 00:00:00-04:00,32.261.806,32.643.422,32.238.910,32.628.159
2019-07-16 00:00:00-04:00,32.658.689,32.796.072,32.422.087,32.704.483
2019-07-17 00:00:00-04:00,32.887.665,32.963.987,32.612.901,32.620.533
2019-07-18 00:00:00-04:00,32.712.129,32.864.773,32.475.524,32.864.773
2019-07-19 00:00:00-04:00,32.963.991,32.979.255,32.643.433,32.643.433
2019-07-22 00:00:00-04:00,32.689.223,32.834.238,32.475.517,32.681.591
2019-07-23 00:00:00-04:00,32.704.483,32.994.511,32.628.161,32.887.661
2019-07-24 00:00:00-04:00,32.818.974,32.818.974,32.338.139,32.735.020
2019-07-25 00:00:00-04:00,32.689.225,32.818.973,32.460.255,32.567.108
2019-07-26 00:00:00-04:00,32.559.471,32.948.719,32.383.928,32.887.661
2019-07-29 00:00:00-04:00,32.185.482,32.818.964,31.552.001,31.635.958
2019-07-30 00:00:00-04:00,30.399.522,30.712.445,29.460.745,29.605.761
2019-07-31 00:00:00-04:00,29.460.755,30.277.412,29.392.065,29.643.930
2019-01-08 00:00:00-04:00,29.512.964,29.751.779,29.027.631,29.466.742
2019-02-08 00:00:00-04:00,29.466.741,29.690.149,29.081.557,29.274.149
2019-05-08 00:00:00-04:00,29.089.262,29.143.188,28.049.260,28.472.963
2019-06-08 00:00:00-04:00,28.650.150,28.742.596,28.095.481,28.465.261
2019-07-08 00:00:00-04:00,28.234.150,28.334.299,27.625.554,28.180.223
2019-08-08 00:00:00-04:00,28.272.668,28.465.263,28.195.631,28.403.633
2019-09-08 00:00:00-04:00,28.326.595,28.372.818,27.818.149,28.003.040
2019-12-08 00:00:00-04:00,27.972.221,27.979.924,26.793.550,27.263.479
2019-08-13 00:00:00-04:00,27.294.293,27.587.034,27.078.591,27.117.107
2019-08-14 00:00:00-04:00,26.909.108,26.947.628,26.346.739,26.377.552
2019-08-15 00:00:00-04:00,26.423.771,26.639.476,26.169.550,26.562.437
2019-08-16 00:00:00-04:00,26.747.333,26.970.742,26.570.148,26.693.407
2019-08-19 00:00:00-04:00,26.870.592,27.209.556,26.832.072,27.101.704
2019-08-20 00:00:00-04:00,27.040.068,27.086.291,26.631.771,26.662.584
2019-08-21 00:00:00-04:00,26.916.813,27.055.478,26.824.367,26.862.886
2019-08-22 00:00:00-04:00,26.932.219,27.140.221,26.808.960,27.024.662
2019-08-23 00:00:00-04:00,27.124.816,27.232.668,26.323.628,26.454.594
2019-08-26 00:00:00-04:00,26.670.289,26.855.181,26.562.437,26.839.771
2019-08-27 00:00:00-04:00,26.970.743,27.032.373,26.431.481,26.454.594
2019-08-28 00:00:00-04:00,26.469.996,27.078.591,26.408.367,27.024.662
2019-08-29 00:00:00-04:00,27.571.629,27.571.629,27.140.222,27.217.258
2019-08-30 00:00:00-04:00,27.440.664,27.517.700,27.178.736,27.386.738
2019-03-09 00:00:00-04:00,27.432.963,27.949.112,27.355.924,27.825.853
2019-04-09 00:00:00-04:00,27.964.520,28.041.556,27.502.296,27.602.446
2019-05-09 00:00:00-04:00,27.818.138,28.103.179,27.648.656,27.995.323
2019-06-09 00:00:00-04:00,28.010.743,28.172.521,27.818.148,28.118.595
2019-09-09 00:00:00-04:00,28.187.931,28.380.523,27.833.560,28.372.820
2019-10-09 00:00:00-04:00,28.187.929,28.796.524,27.748.815,28.796.524
2019-11-09 00:00:00-04:00,29.073.860,29.089.267,28.426.745,28.819.635
2019-12-09 00:00:00-04:00,28.942.885,28.981.405,28.549.995,28.719.477
2019-09-13 00:00:00-04:00,28.804.227,28.966.002,28.203.335,28.434.446
2019-09-16 00:00:00-04:00,28.087.782,28.519.192,28.003.043,28.372.820
2019-09-17 00:00:00-04:00,28.342.003,28.349.707,28.003.039,28.118.595
2019-09-18 00:00:00-04:00,28.172.524,28.288.080,27.933.709,28.026.152
2019-09-19 00:00:00-04:00,28.056.957,28.326.585,27.995.324,28.126.289
2019-09-20 00:00:00-04:00,28.419.039,28.696.373,28.103.188,28.264.963
2019-09-23 00:00:00-04:00,28.026.144,28.187.922,27.910.588,27.918.291
2019-09-24 00:00:00-04:00,27.941.410,28.180.225,27.718.002,27.741.112
2019-09-25 00:00:00-04:00,27.664.072,28.003.036,27.502.293,27.656.368
2019-09-26 00:00:00-04:00,27.787.329,27.918.292,27.402.142,27.563.921
2019-09-27 00:00:00-04:00,27.625.553,27.995.330,27.517.700,27.902.887
2019-09-30 00:00:00-04:00,27.949.115,27.972.225,27.671.780,27.679.483
2019-01-10 00:00:00-04:00,27.679.478,27.748.810,27.294.291,27.294.291
2019-02-10 00:00:00-04:00,27.163.324,27.171.028,26.701.101,26.731.915
2019-03-10 00:00:00-04:00,26.739.634,27.325.116,26.654.891,27.309.710
2019-04-10 00:00:00-04:00,27.340.519,27.718.003,27.309.706,27.679.483
2019-07-10 00:00:00-04:00,27.594.742,27.933.706,27.579.333,27.602.446
2019-08-10 00:00:00-04:00,27.463.773,27.640.958,27.286.587,27.294.291
2019-09-10 00:00:00-04:00,27.463.773,27.648.661,27.371.330,27.494.589
2019-10-10 00:00:00-04:00,27.479.186,27.741.111,27.425.260,27.571.629
2019-11-10 00:00:00-04:00,27.841.259,28.180.223,27.787.333,27.818.146
2019-10-14 00:00:00-04:00,27.856.671,28.003.043,27.718.005,27.964.523
2019-10-15 00:00:00-04:00,28.080.075,28.303.484,28.049.262,28.118.595
2019-10-16 00:00:00-04:00,28.218.734,28.311.177,27.979.917,27.995.323
2019-10-17 00:00:00-04:00,28.110.891,28.357.409,28.018.445,28.087.778
2019-10-18 00:00:00-04:00,28.064.668,28.272.667,28.003.039,28.087.778
2019-10-21 00:00:00-04:00,28.234.150,28.257.260,28.010.742,28.087.778
2019-10-22 00:00:00-04:00,28.049.256,28.272.661,27.925.994,28.064.663
2019-10-23 00:00:00-04:00,27.972.221,28.334.298,27.902.888,28.326.591
2019-10-24 00:00:00-04:00,28.311.190,28.380.523,27.933.709,28.033.855
2019-10-25 00:00:00-04:00,28.041.554,28.411.334,27.972.221,28.326.591
2019-10-28 00:00:00-04:00,28.395.922,28.873.552,28.365.106,28.719.477
2019-10-29 00:00:00-04:00,29.274.152,29.859.634,29.212.522,29.435.930
2019-10-30 00:00:00-04:00,29.590.000,29.905.855,29.505.261,29.643.927
2019-10-31 00:00:00-04:00,29.574.599,29.720.971,29.412.821,29.559.193
2019-01-11 00:00:00-04:00,29.805.710,29.998.305,29.574.598,29.574.598
2019-04-11 00:00:00-05:00,29.821.115,29.844.228,29.297.262,29.297.262
2019-05-11 00:00:00-05:00,29.297.265,29.351.192,28.865.859,28.873.562
2019-06-11 00:00:00-05:00,28.973.700,29.066.142,28.773.401,28.973.700
2019-07-11 00:00:00-05:00,29.090.378,29.230.383,28.685.912,28.709.246
2019-08-11 00:00:00-05:00,28.685.918,28.903.707,28.647.026,28.818.146
2019-11-11 00:00:00-05:00,28.709.247,28.787.031,28.584.797,28.724.806
2019-12-11 00:00:00-05:00,28.647.022,28.849.256,28.545.905,28.755.917
2019-11-13 00:00:00-05:00,28.740.365,28.740.365,28.234.783,28.468.128
2019-11-14 00:00:00-05:00,28.437.011,28.592.572,28.250.332,28.429.230
2019-11-15 00:00:00-05:00,28.491.457,29.144.823,28.405.895,28.997.036
2019-11-18 00:00:00-05:00,29.082.602,29.121.494,28.748.140,28.950.371
2019-11-19 00:00:00-05:00,29.113.712,29.308.169,29.028.154,29.292.610
2019-11-20 00:00:00-05:00,29.222.611,29.315.950,28.787.035,28.818.146
2019-11-21 00:00:00-05:00,28.942.588,29.510.395,28.810.360,29.354.834
2019-11-22 00:00:00-05:00,29.393.729,29.875.974,29.315.948,29.813.749
2019-11-25 00:00:00-05:00,29.930.426,30.241.555,29.907.093,30.085.991
2019-11-26 00:00:00-05:00,29.977.086,30.015.978,29.595.957,29.782.633
2019-11-27 00:00:00-05:00,29.852.639,30.109.318,29.813.747,30.047.092
2019-11-29 00:00:00-05:00,29.977.094,30.241.553,29.953.761,29.961.538
2019-02-12 00:00:00-05:00,30.171.542,30.179.320,29.751.519,29.782.633
2019-03-12 00:00:00-05:00,29.525.962,29.712.641,29.432.626,29.595.968
2019-04-12 00:00:00-05:00,29.735.969,29.759.302,29.471.513,29.665.966
2019-05-12 00:00:00-05:00,29.844.864,29.844.864,29.393.729,29.580.404
2019-06-12 00:00:00-05:00,29.774.855,29.961.531,29.728.185,29.782.633
2019-09-12 00:00:00-05:00,29.634.851,29.852.641,29.634.851,29.805.971
2019-10-12 00:00:00-05:00,29.767.077,30.008.200,29.704.852,29.930.416
2019-11-12 00:00:00-05:00,29.844.866,30.000.430,29.712.638,29.728.193
2019-12-12 00:00:00-05:00,29.689.300,30.039.318,29.689.300,29.977.093
2019-12-13 00:00:00-05:00,29.961.536,30.085.986,29.611.518,29.813.749
2019-12-16 00:00:00-05:00,30.101.542,30.646.013,30.070.428,30.443.779
2019-12-17 00:00:00-05:00,30.677.127,30.677.127,30.210.437,30.257.107
2019-12-18 00:00:00-05:00,30.342.670,30.397.117,30.054.877,30.249.331
2019-12-19 00:00:00-05:00,30.334.890,30.451.563,30.187.104,30.311.554
2019-12-20 00:00:00-05:00,30.607.126,30.754.913,30.311.556,30.513.790
2019-12-23 00:00:00-05:00,30.661.569,30.739.349,30.436.001,30.583.788
2019-12-24 00:00:00-05:00,30.591.558,30.677.116,30.490.441,30.560.444
2019-12-26 00:00:00-05:00,30.568.230,30.778.239,30.490.446,30.630.455
2019-12-27 00:00:00-05:00,30.669.346,30.817.133,30.529.341,30.583.788
2019-12-30 00:00:00-05:00,30.568.240,30.661.576,30.249.333,30.264.889
2019-12-31 00:00:00-05:00,30.171.546,30.490.449,30.109.317,30.474.894
2020-02-01 00:00:00-05:00,30.568.232,30.607.121,30.241.548,30.443.779
2020-03-01 00:00:00-05:00,30.117.099,30.521.564,30.078.207,30.280.441
2020-06-01 00:00:00-05:00,30.194.869,30.334.878,30.101.533,30.241.539
2020-07-01 00:00:00-05:00,30.428.223,30.436.001,30.085.983,30.140.430
2020-08-01 00:00:00-05:00,30.148.216,30.506.012,30.140.438,30.381.561
2020-09-01 00:00:00-05:00,30.544.901,30.544.901,30.171.550,30.249.331
2020-10-01 00:00:00-05:00,30.319.329,30.824.912,30.311.552,30.716.017
2020-01-13 00:00:00-05:00,30.817.136,30.933.808,30.498.229,30.653.793
2020-01-14 00:00:00-05:00,30.669.346,31.174.928,30.568.232,31.167.150
2020-01-15 00:00:00-05:00,31.260.486,31.789.401,31.244.927,31.633.837
2020-01-16 00:00:00-05:00,31.727.181,31.734.958,31.361.604,31.587.172
2020-01-17 00:00:00-05:00,31.556.065,31.742.741,31.439.393,31.509.396
